Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
뒷받침;되,NEG,High,Judgment,NEG
뒷받침;이,NEG,Medium,Judgment,NEG
뒷받침;하,NEUT,High,Judgment,NEUT
드물어;서,POS,Medium,Judgment,POS
든;좋,POS,Medium,Argument,POS
든지;머리,NEUT,Medium,Argument,POS
든지;자유,POS,Medium,Argument,POS
든지;자유롭,POS,Medium,Argument,POS
든지;현실,NEG,High,Judgment,NEG
듣거;나,NEG,Medium,Argument,POS
듣었;어요,NEG,Medium,Argument,POS
들;거나,NEUT,Medium,Argument,POS
들;고,POS,Medium,Argument,POS
들;던,NEG,Low,Argument,POS
들어;미국,NEG,Medium,Argument,POS
들어;야,NEG,Medium,Argument,POS
들;지,POS,Low,Argument,POS
들;지만,POS,Medium,Argument,POS
들;과,NEG,Medium,Judgment,NEG
들;그러,POS,Medium,Argument,POS
들;기능,POS,Medium,Judgment,POS
들;까지,POS,Medium,Judgment,POS
들;께,NEG,Medium,Argument,POS
들;도,NEG,Medium,Argument,POS
들;따르,NEG,Medium,Argument,POS
들;로,NEG,Medium,Argument,POS
들;만,NEG,Medium,Argument,POS
들;만이,NEG,Medium,Argument,POS
들보;다,POS,High,Judgment,POS
들;사이,NEG,Medium,Argument,POS
들;상상,POS,Medium,Judgment,POS
들;앞,NEG,Medium,Argument,POS
들;에,POS,Medium,Judgment,POS
들;에게,POS,Medium,Judgment,POS
들;에게나,NEG,Medium,Argument,POS
들;은,NEUT,Low,Argument,POS
들;을,NEUT,Medium,Argument,POS
들;의,POS,Medium,Judgment,POS
들이;가족,NEG,Medium,Argument,POS
들이;갇히,COMP,Medium,Argument,POS
들이;골고루,POS,Medium,Judgment,POS
들이;기쁘,POS,Medium,Judgment,POS
들이;다,POS,Medium,Argument,POS
들이;많,NEG,Medium,Argument,POS
들이;많이,NEUT,Medium,Argument,POS
들이;머리,POS,Low,Argument,POS
들이;모이,NEG,Medium,Argument,POS
들이;무엇,POS,Medium,Argument,POS
들이;서울,NEUT,Low,Argument,POS
들이;접근,POS,Medium,Judgment,POS
들이;제아무리,NEG,Medium,Argument,POS
들이;찾아오,POS,Medium,Judgment,POS
들이;하,COMP,Medium,Argument,POS
들이;항생,POS,Low,Argument,POS
들;처지,NEG,Medium,Argument,POS
들;투성이,NEUT,Medium,Argument,POS
들;하고,NEG,Low,Argument,POS
들린;연기,POS,Medium,Judgment,POS
들썩;거리,NEG,Medium,Judgment,NEG
들어가는;까닭,POS,Medium,Argument,POS
들어가는;문,NEUT,Medium,Argument,POS
들어가는;통로,POS,Medium,Argument,POS
들어오는;주방,NEUT,Low,Argument,POS
들이;고,NEG,Medium,Judgment,NEG
들;치,POS,High,Judgment,POS
듬뿍;안,POS,High,Judgment,POS
듬뿍;치,POS,Medium,Judgment,POS
듯;녹음,POS,Medium,Judgment,POS
듯가파르;고,NEG,Medium,Argument,POS
듯;배우,POS,Medium,Judgment,POS
듯;한,NEG,Low,Argument,POS
등디테일;에,NEUT,Low,Argument,POS
등불;순,NEG,Medium,Judgment,NEG
등;사람,POS,Medium,Argument,POS
등;상,POS,Low,Judgment,POS
등심;장,NEUT,Medium,Argument,POS
등;심장질환,NEUT,Medium,Argument,POS
등;으로,NEG,Medium,Argument,POS
등;을,POS,Medium,Judgment,POS
등;이,NEUT,Medium,Argument,POS
등급;분류,NEG,High,Agreement,NEG
등록;대수,POS,Low,Argument,POS
등산;용품,POS,Medium,Argument,POS
등산;인,POS,Medium,Judgment,POS
등산;인들,POS,Medium,Judgment,POS
디;흔하,NEG,Medium,Judgment,NEG
디자이너;일,NEUT,Low,Argument,POS
디테일;에,NEUT,Low,Argument,POS
따;뜻,POS,Medium,Judgment,POS
따로;식물,NEUT,Medium,Argument,POS
따르;면,NEUT,Medium,Argument,POS
따르;아,POS,Medium,Argument,POS
따르;아산,NEG,Medium,Argument,POS
따르;지,NEG,Medium,Agreement,NEG
따리;어,NEG,High,Argument,POS
따위;는,NEG,Low,Others,POS
따지;어,POS,Medium,Judgment,POS
따지;어보,POS,Medium,Judgment,POS
딸;의,NEG,Medium,Argument,POS
땀;을,NEG,High,Judgment,NEG
땅;과,NEG,Medium,Judgment,NEG
때;경보,POS,Medium,Judgment,POS
때;는,POS,Medium,Argument,POS
때;도,NEG,Low,Argument,POS
때;묻,NEG,Medium,Argument,POS
때;여성,NEUT,Low,Argument,POS
때;와,NEUT,Low,Judgment,NEUT
때;절대로,NEG,High,Argument,POS
때때로;울컥,NEG,Medium,Argument,POS
때려;치,NEG,High,Judgment,NEG
때문;에,NEG,Medium,Argument,POS
때문;이,NEUT,Medium,Judgment,POS
때문;이었,NEUT,Medium,Argument,POS
떠난;뒤,NEUT,Low,Argument,POS
떠난;다는,POS,Low,Argument,POS
떠나도;록,COMP,Medium,Argument,POS
떠나;았,NEG,Medium,Argument,POS
떠나지;않,POS,Medium,Argument,POS
떠들어;대,NEG,Medium,Judgment,NEG
떠오르;게,POS,Medium,Judgment,POS
떡;과,POS,Medium,Argument,POS
떡;을,POS,Medium,Argument,POS
떨거;나,POS,Medium,Judgment,POS
떨어진;곳,POS,Medium,Judgment,POS
떨어지;지,POS,High,Judgment,POS
떨;치,NEG,Medium,Judgment,NEG
떼;어,NEUT,Medium,Argument,POS
또;눈물,NEG,Medium,Argument,POS
또;다른,NEUT,Medium,Judgment,POS
또;이렇,NONE,None,Judgment,POS
또;이렇게,NONE,None,Judgment,POS
또는;공짜,POS,Medium,Judgment,POS
또래;상담,POS,Medium,Argument,POS
똑같;은,NEG,Medium,Argument,POS
똑바로;되,NEG,High,Argument,POS
똑바로;되어,NEG,High,Argument,POS
뚫고;들어가,POS,Medium,Argument,POS
뛰;어,POS,Medium,Argument,POS
뛰어난;기량,POS,High,Judgment,POS
뛰어다닌;일,NEG,High,Argument,POS
뜨겁;어,NEUT,Medium,Judgment,POS
뜨겁;었,POS,Medium,Argument,POS
뜨겁;은,POS,Medium,Judgment,POS
뜯어;보,POS,Medium,Judgment,POS
뜯어;볼,POS,Medium,Judgment,POS
뜻;을,POS,Medium,Intention,POS
뜻;이,POS,Medium,Intention,POS
뜻;있,POS,Medium,Argument,POS
뜻;있는,POS,Medium,Argument,POS
뜻한;다,POS,Medium,Argument,POS
뜻;밖에,NONE,None,Others,POS
뜻;밖에도,NONE,None,Others,POS
띄게;좋,POS,High,Judgment,POS
라는;것,NONE,None,Others,POS
라고;꾸준히,NEG,Medium,Argument,POS
라고;단정,POS,Medium,Judgment,POS
라고;말,POS,Medium,Argument,POS
라고;번복,NEG,High,Argument,POS
라고;생각,NEUT,Low,Argument,POS
라고;설명,NEUT,Medium,Argument,POS
라;고하,NEG,Medium,Argument,POS
라고;하고,NEG,Medium,Argument,POS
라고;할,POS,Medium,Judgment,POS
라고;하지,NEG,Medium,Argument,POS
라는;대로,NEG,Medium,Argument,POS
라는;말,NEG,Medium,Judgment,NEG
라는;생각,NEG,Low,Judgment,NEUT
라는;식,NONE,None,Others,POS
라는;쓰,NEG,Medium,Argument,POS
라는;쓴,NEG,Medium,Argument,POS
라는;이상,POS,Medium,Judgment,POS
라도;어리광,NEG,Medium,Argument,POS
라면;쉽,NEG,Medium,Argument,POS
란;우려,NEG,Medium,Argument,POS
랄;까,NEG,Low,Argument,POS
러;가,POS,Medium,Argument,POS
레크리에이션;이벤트,POS,Medium,Judgment,POS
레;포츠,POS,Medium,Intention,POS
레포츠;로,POS,Medium,Intention,POS
려;고하,POS,Medium,Argument,POS
려고;하면,POS,Medium,Argument,POS
려면;공부,NEG,Low,Argument,POS
로;가,NEG,Medium,Argument,POS
로;가지,NEG,Medium,Argument,POS
로;가장,NEG,High,Judgment,NEG
로;국내,POS,Medium,Argument,POS
로;글씨,NEG,Medium,Argument,POS
로;기소,NEG,High,Judgment,NEG
로기;억,NEUT,Medium,Speculation,POS
로;기억되,NEUT,Medium,Speculation,POS
로;기준,NEG,Medium,Judgment,NEG
로;꼽히,POS,Medium,Judgment,POS
로꽃;을,POS,Medium,Judgment,POS
로나;가,NEUT,Low,Argument,POS
로나;가고,NEUT,Low,Argument,POS
로;눈길,POS,Medium,Judgment,POS
로는;남편,NEG,Low,Argument,POS
로는;잘,NEG,Low,Argument,POS
로;도,NEG,High,Argument,POS
로;돌아서,NEG,Medium,Judgment,NEG
로;돌아오,POS,Medium,Judgment,POS
로;둔갑,NEG,Medium,Intention,POS
로;들,NEG,Medium,Judgment,NEG
로;들어가,POS,Medium,Argument,POS
로;들어가는,POS,Medium,Argument,POS
로;떠오르,NEG,Medium,Judgment,NEG
로;뚫,POS,Medium,Argument,POS
로;뚫고,POS,Medium,Argument,POS
로;바꾸,POS,High,Judgment,POS
로;보지,NEG,Medium,Judgment,NEG
로;보이,NEG,Medium,Argument,POS
로서;어,COMP,Medium,Speculation,POS
로;선정,POS,Medium,Judgment,POS
로;실천,COMP,Medium,Argument,POS
로;아이,NEG,Medium,Judgment,NEG
로;옮기,POS,Medium,Argument,POS
로;옮기어,POS,Medium,Argument,POS
로;읽,NEG,Medium,Emotion,NEG
로;점점,NEG,Medium,Argument,POS
로;정착,POS,Medium,Intention,POS
로;지정,POS,High,Judgment,POS
로;집대성,POS,Medium,Judgment,POS
로;확인,NEG,Medium,Argument,POS
로;흘러가,NEG,Low,Judgment,NEG
로부터;자유,NEG,Medium,Argument,POS
로부터;자유롭,NEG,Medium,Argument,POS
로서;의,NEG,Low,Judgment,NEG
롭;게,POS,Medium,Judgment,POS
롭;지,NEG,Medium,Argument,POS
률;을,NEUT,Low,Argument,POS
를;가꾸,POS,Medium,Judgment,POS
를;가꾸며,POS,Medium,Judgment,POS
를;가지,POS,Medium,Argument,POS
를;가진,POS,Low,Argument,POS
를;강요,NEG,Medium,Judgment,NEG
를강;요하,NEG,Medium,Judgment,NEG
를;거의,NEG,Medium,Judgment,NEG
를;걸어,POS,Medium,Judgment,POS
를;격려,POS,Medium,Argument,POS
를;계기,POS,Medium,Argument,POS
를;계속,COMP,Medium,Argument,COMP
를;고객,POS,Medium,Argument,POS
를;고양,POS,High,Judgment,POS
를;구상,NEUT,Low,Argument,POS
를구;상하,NEUT,Low,Argument,POS
를;구입,NEG,Medium,Judgment,NEG
를구;입하,NEG,Medium,Judgment,NEG
를;국민,COMP,Medium,Argument,POS
를;꺼내,COMP,Medium,Agreement,POS
를;끄덕이,POS,Medium,Agreement,POS
를;나,POS,Medium,Argument,POS
를;나누,POS,Medium,Judgment,POS
를;나타내,NEG,Medium,Agreement,NEG
를;낳,NEG,Medium,Judgment,NEG
를;넘기,POS,Medium,Argument,POS
를;넘어서,POS,Medium,Judgment,POS
를;높이,POS,Medium,Judgment,POS
를;누리,POS,High,Judgment,POS
를;다,POS,Medium,Argument,POS
를;단절,NEG,Low,Emotion,NEG
를단;절하,NEG,Low,Emotion,NEG
를;달구,POS,Medium,Judgment,POS
를;달리,POS,Medium,Judgment,POS
를;당국,NEG,Medium,Judgment,NEG
를더;많이,NEG,Low,Argument,POS
를더;이상,NEG,Medium,Emotion,NEG
를;더욱,NEG,Medium,Judgment,NEG
를;던지,POS,Medium,Judgment,POS
를;던지어,POS,Medium,Judgment,POS
를;도와주,POS,Medium,Intention,POS
를;도와주시,POS,Medium,Intention,POS
를;되찾,POS,Low,Judgment,POS
를;드러내,NEG,Low,Judgment,NEG
를;들,NEG,Medium,Argument,POS
를;들어,NEG,Medium,Argument,POS
를;듬뿍,POS,High,Judgment,POS
를;떠나,COMP,Medium,Argument,POS
를;뚫,POS,Medium,Judgment,POS
를;만들,POS,Medium,Judgment,POS
를;만지어,NEG,Medium,Argument,POS
를;맛보,NEUT,High,Emotion,NEUT
를;맛볼,POS,High,Judgment,POS
를;맞,NEG,High,Judgment,NEG
를;맞게,NEG,High,Judgment,NEG
를;맞추,POS,Medium,Argument,POS
를;맞추는,POS,Medium,Argument,POS
를;매기,COMP,Medium,Judgment,COMP
를매끄럽;게,POS,Medium,Judgment,POS
를;모으,POS,High,Judgment,POS
를;무덤,POS,Medium,Judgment,POS
를;바라,POS,Low,Argument,POS
를;받,NEG,High,Judgment,NEG
를;밝히,COMP,Medium,Judgment,POS
를;방불,POS,High,Judgment,POS
를방;불하,POS,High,Judgment,POS
를;보는,POS,Medium,Judgment,POS
를;보았,POS,Low,Argument,POS
를;본격,POS,Low,Judgment,POS
를;부르,NEUT,Low,Argument,POS
를;비추,POS,Medium,Judgment,POS
를;비추어,POS,Medium,Judgment,POS
를;살리,POS,Medium,Judgment,POS
를;살릴,POS,Medium,Argument,POS
를;살리어,POS,Medium,Judgment,POS
를;상징,POS,Medium,Intention,POS
를;서,POS,Medium,Argument,POS
를;서어,POS,Medium,Argument,POS
를;세세,NEG,Medium,Argument,POS
를;쌓,POS,Medium,Judgment,POS
를;쓰,NEG,Low,Argument,POS
를;쓸,NEG,Low,Argument,POS
를;아예,NEG,High,Agreement,NEG
를;양,POS,High,Judgment,POS
를;얻,POS,Medium,Judgment,POS
를;얻어,POS,Low,Judgment,POS
를;연발,POS,Medium,Emotion,POS
를;엿보,NEG,Medium,Speculation,POS
를;엿볼,NEG,Medium,Speculation,POS
를;옹호,NEG,Medium,Judgment,NEG
를;완비,POS,Medium,Judgment,POS
를;유지,NEG,Low,Argument,POS
를유;지하,NEG,Low,Argument,POS
를;이끌,POS,Low,Judgment,POS
를;이루,POS,Medium,Emotion,POS
를;이해,NEG,Medium,Argument,POS
를;인식,NEG,Medium,Argument,POS
를;일으키,NEG,High,Judgment,NEG
를;읽,NEUT,Low,Argument,POS
를;읽고,NEUT,Low,Argument,POS
를;잡아,NEG,Medium,Argument,POS
를;잡지,NEG,Medium,Argument,POS
를;재연,NEG,Medium,Judgment,NEG
를재;연하,NEG,Medium,Judgment,NEG
를;재현,POS,Medium,Judgment,POS
를;제공,POS,Medium,Judgment,POS
를;제기,NEG,Medium,Argument,POS
를제;기하,NEG,Medium,Argument,POS
를;주는,POS,Medium,Argument,POS
를;즐기,POS,Medium,Judgment,POS
를;즐기어,POS,Medium,Judgment,POS
를;짧,NEG,Low,Argument,POS
를;짧게,NEG,Low,Argument,POS
를;찢,NEG,High,Emotion,NEG
를;차지,POS,Medium,Judgment,POS
를;찾,POS,Medium,Judgment,POS
를;촉망,POS,Medium,Judgment,POS
를;탕감,POS,Medium,Judgment,POS
를;토하며,NEG,High,Judgment,NEG
를;판매,POS,Medium,Argument,POS
를판;매하,POS,Medium,Argument,POS
를팔;는,NEG,Medium,Argument,POS
를;풀어,POS,Medium,Argument,POS
를;피하,POS,Medium,Judgment,POS
를;하고,POS,Medium,Intention,POS
를;하지,NEG,High,Judgment,NEG
를;한층,POS,Medium,Emotion,POS
리가;없,NEG,Medium,Judgment,NEG
리;는,NONE,None,Others,POS
리듬;있,POS,Medium,Judgment,POS
리란;생각,POS,High,Argument,POS
마감;에,NEG,Medium,Argument,POS
마냥;허구,POS,Medium,Judgment,POS
마다;에,POS,Medium,Judgment,POS
마당;에,POS,Medium,Argument,POS
마련;이,NEG,Low,Judgment,POS
마리산;의,POS,High,Judgment,POS
마비;되,NEUT,Medium,Argument,POS
마시;고,NEG,Medium,Judgment,NEG
마시;고물,NEG,Medium,Judgment,NEG
마약;중독,NEG,High,Judgment,NEG
마음;에,NEUT,Medium,Judgment,NEUT
마음;을,POS,Medium,Judgment,POS
마음;의,POS,Medium,Judgment,POS
마음;이,POS,Medium,Emotion,POS
마음껏;울,POS,Medium,Argument,POS
마음먹;고,NEUT,Low,Argument,POS
마주친;여자,NEG,Low,Argument,POS
마지막;기회,POS,Medium,Judgment,POS
마찬가지;이,NEG,Medium,Judgment,NEG
막;을,NEUT,Medium,Judgment,NEUT
막는;사슬,POS,Medium,Argument,POS
막아;버리,NEG,Medium,Argument,POS
막;다르,NEG,Medium,Judgment,NEG
막;대하,POS,Medium,Judgment,POS
막막;하다,NEG,Medium,Argument,POS
막;중하,POS,Medium,Judgment,POS
막힌언;로,POS,Medium,Judgment,POS
만가;지,NONE,None,Others,POS
만가;지고,NONE,None,Others,POS
만;같,POS,High,Emotion,POS
만나;오,NEG,Medium,Argument,POS
만남;게,NEG,High,Judgment,NEG
만도;아니,POS,Medium,Judgment,POS
만;먹,NEG,Medium,Argument,POS
만;보는,NEG,Medium,Judgment,NEG
만;볼,NEG,High,Judgment,NEG
만;보이,NEG,Medium,Argument,POS
만;빠지,NEG,Medium,Argument,POS
만으로;가슴,POS,High,Emotion,POS
만은;아니,NEUT,Medium,Judgment,POS
만을;고집,NEG,Medium,Judgment,NEG
만을;흡수,POS,Medium,Judgment,POS
만이;아니,NONE,None,Others,POS
만이;위기,NEG,Medium,Argument,POS
만;전념,POS,Medium,Judgment,POS
만;참,POS,Medium,Intention,POS
만;참고,POS,Medium,Intention,POS
만;환불,NEG,Medium,Judgment,NEG
만환;불하,NEG,Medium,Judgment,NEG
만활;성,NEG,Medium,Argument,POS
만;활성화,NEG,Medium,Argument,POS
만;한,POS,High,Judgment,POS
만;여,POS,Medium,Judgment,POS
만원;을,NEG,Low,Judgment,NEG
만원;의,POS,High,Judgment,POS
만날;수,POS,Medium,Judgment,POS
만들;는,POS,Medium,Argument,POS
만들;시,NEG,Medium,Argument,POS
만들어;내,POS,Medium,Judgment,POS
만들어;야,POS,Low,Argument,POS
만들었;죠,POS,Medium,Argument,POS
만만;찮,NEUT,Medium,Judgment,NEUT
만물;이,POS,Medium,Argument,POS
마인;지,NEG,Medium,Argument,POS
만지어;보,NEG,Medium,Argument,POS
만큼;위대,POS,Medium,Argument,POS
만큼;위대하,POS,Medium,Argument,POS
만큼;낙천,COMP,Medium,Judgment,COMP
만큼도;불행,POS,Low,Judgment,POS
만큼;인상,POS,High,Judgment,POS
만화;계,POS,Medium,Judgment,POS
만화;공화국,POS,Low,Judgment,POS
만화;에,POS,Medium,Judgment,POS
만화;판,POS,Medium,Judgment,POS
많고;맛,POS,Medium,Argument,POS
많아;교육,NEG,Medium,Argument,POS
많아;요,NEG,Medium,Argument,POS
많은;가족,POS,Medium,Judgment,POS
많은;관심,NEG,High,Judgment,NEG
많은;논란,NEG,Medium,Judgment,NEG
많은;사람,POS,Medium,Argument,POS
많지;않,NEG,Medium,Judgment,NEG
많이;관여,NEUT,Low,Argument,POS
많이;나오,POS,Low,Judgment,POS
많이;몰리,POS,Medium,Argument,POS
많이;발생,NEG,Low,Judgment,NEG
많이;붙,NEG,Medium,Judgment,NEG
많이;붙어,NEG,Medium,Judgment,NEG
많이;생기,NEG,Medium,Argument,POS
말;도,NEG,Medium,Intention,NEG
말;로는,NEG,Low,Argument,POS
말로;아이,NEG,Medium,Judgment,NEG
말;은,NEG,Medium,Argument,POS
말;이,NEG,Medium,Argument,POS
말;인가,NEG,High,Emotion,NEG
말;인지,NEG,Low,Argument,POS
말;이야,NEG,Medium,Argument,POS
말;하,POS,Medium,Argument,POS
말하자;면,NEG,Low,Argument,POS
말하지;만,NONE,None,Argument,POS
말고;화장실,NEUT,Medium,Argument,POS
말;아야,POS,Medium,Judgment,POS
말린;것,POS,Medium,Argument,POS
말문;을,NEG,Medium,Judgment,NEG
말씀;을,POS,Medium,Judgment,POS
말씀;의,POS,Medium,Argument,POS
맛있는;지,POS,Medium,Argument,POS
맛볼;수,POS,High,Judgment,POS
맛있는;꿀,NEG,Medium,Argument,POS
망동;을,NEG,High,Judgment,NEG
망설이;고,NEG,High,Judgment,NEG
맞게;되,NEG,High,Judgment,NEG
맞아;그래,POS,Medium,Argument,POS
맞아;떨어지,POS,High,Judgment,POS
맞지;않,NEG,Medium,Agreement,NEG
맞추는;데,POS,Medium,Argument,POS
매끄럽;게,POS,Medium,Judgment,POS
매달리어;살,NEG,Medium,Argument,POS
매우;적,POS,High,Judgment,POS
매우;중요하,POS,High,Judgment,POS
매우;착실,POS,High,Judgment,POS
매일;같이,NEG,Low,Argument,POS
매혹;시키,POS,High,Judgment,POS
맥;이,NEG,Medium,Judgment,NEG
맺었;더라면,NEG,Medium,Judgment,NEG
머리;가,NEUT,Medium,Argument,POS
머리;도,NEG,Low,Argument,POS
머리;를,NEG,Low,Argument,POS
머리;에,POS,Low,Argument,POS
머리;짧,NEG,Low,Argument,POS
머뭇;거리,NEG,Medium,Judgment,NEG
먹고;사,NEG,Medium,Argument,POS
먹고;싶,POS,High,Judgment,POS
먹는;적막,NEG,Low,Argument,POS
먹는;다,POS,Medium,Argument,POS
먹는;다는,POS,Medium,Argument,POS
먹으;려고,NEG,Medium,Argument,POS
먹;을,NEUT,Low,Judgment,POS
먹자;니,NEG,Medium,Argument,POS
먼저;꼽,POS,Medium,Judgment,POS
먼저꼽;을,POS,Medium,Judgment,POS
먼저;밤낮,NEG,Medium,Argument,POS
먼저;배달,POS,Medium,Argument,POS
먼저;필요,POS,High,Judgment,POS
먼저;필요하,POS,High,Judgment,POS
멀;게,NEG,Low,Emotion,NEG
메시지;를,POS,Medium,Argument,POS
며;거울,POS,Medium,Argument,POS
며;뛰어다니,NEG,High,Argument,POS
며;뛰어다닌,NEG,High,Argument,POS
며;반짝이,POS,Medium,Judgment,POS
며;반짝이는,POS,Medium,Judgment,POS
며;살아오,POS,Medium,Judgment,POS
며;살아온,POS,Medium,Judgment,POS
며;심화,POS,Medium,Argument,POS
며;쓰러지,NEG,High,Judgment,NEG
며;주전자,POS,Medium,Argument,POS
며;지나치,NEG,Medium,Argument,POS
며;하는,NEG,Medium,Argument,POS
면;가장,NEG,Medium,Argument,POS
면;고개,NEG,Medium,Argument,POS
면;되,POS,Low,Argument,POS
면;마음껏,POS,Medium,Argument,POS
면모;든,POS,High,Judgment,POS
면;사정,POS,Medium,Argument,POS
면;어둠,POS,Medium,Judgment,POS
면;어쩌,NEG,Medium,Emotion,NEG
면;어쩌나,NEG,Medium,Emotion,NEG
면;엄마,NEG,Medium,Argument,POS
면;여유,POS,Medium,Argument,POS
면;작은,NEG,Medium,Argument,POS
면;저절로,POS,Medium,Argument,POS
면;절대,POS,High,Judgment,POS
면;절로,POS,Medium,Argument,POS
면한;이,NEG,Medium,Argument,POS
면;이,POS,Low,Judgment,POS
면모;는,POS,Low,Judgment,POS
면서;만화,POS,Medium,Judgment,POS
면서;비행기,NEUT,Low,Argument,POS
면적;을,POS,Low,Judgment,POS
면허;를,POS,Low,Argument,POS
명미;만,NEG,Medium,Judgment,NEG
명미;만의,NEG,Medium,Judgment,NEG
명;에,NEG,High,Judgment,NEG
명;이,NEUT,Low,Argument,POS
명백;하,NEG,Medium,Judgment,NEG
명백;한,NEG,Medium,Judgment,NEG
명백히;잘못,NEG,High,Judgment,NEG
명백히;잘못되,NEG,High,Judgment,NEG
명분;삼,POS,Medium,Argument,POS
명성;을,POS,Medium,Judgment,POS
명시;하,NEG,Medium,Judgment,NEG
명시;하지,NEG,Medium,Judgment,NEG
명예;를,NEG,Medium,Judgment,NEG
명징;하게,NEUT,Medium,Judgment,NEUT
몇;천만,NEG,Medium,Judgment,NEG
몇;천만원,NEG,Medium,Judgment,NEG
모델;료,POS,Medium,Judgment,POS
모두;그러,NEG,Medium,Argument,POS
모;두발,POS,Medium,Intention,POS
모두;쵸티,POS,Medium,Argument,POS
모두;남쪽,NEUT,Low,Argument,POS
모든;것,POS,High,Judgment,POS
모든;달력,NEG,Medium,Argument,POS
모든;아버지,NEG,Medium,Argument,POS
모든;아이,POS,Medium,Judgment,POS
모르;게,NEG,Low,Intention,NEG
모르;겠,NONE,None,Speculation,POS
모른;다는,NEG,Medium,Judgment,NEG
모르니;까,NONE,None,Others,POS
모방;하,POS,Low,Judgment,POS
모방;하지,POS,Low,Judgment,POS
모습;으로,POS,Medium,Judgment,POS
모습;을,NEG,Medium,Argument,POS
모습;한,NEG,Medium,Argument,POS
모습;한번,NEG,Medium,Argument,POS
모은;기금,POS,Medium,Judgment,POS
모으;아,POS,High,Emotion,POS
모으;았,POS,Medium,Argument,POS
모인;이유,NEUT,Low,Argument,POS
모이어;있,NEG,Medium,Argument,POS
모자라;아,NEG,Medium,Judgment,NEG
모집;인원,POS,High,Judgment,POS
모호;하,NEG,Medium,Judgment,NEG
목;을,POS,Medium,Emotion,NEG
목소리;가,NEUT,Medium,Emotion,NEUT
목소리;높이,POS,Medium,Judgment,POS
목소리;도,NEG,High,Emotion,NEG
목소리;를,POS,Medium,Agreement,POS
목숨;을,NEG,High,Judgment,NEG
목적;으로,POS,Medium,Intention,POS
몰두;하,POS,High,Intention,POS
몰락;하,NEG,Medium,Judgment,NEG
몰락;하아,NEG,Medium,Judgment,NEG
몰리;는,POS,Medium,Argument,POS
몰아;닥치,POS,Low,Judgment,POS
몸;에,NEUT,Low,Judgment,NEUT
몸;으로,NEG,Medium,Emotion,NEG
몸;을,NEG,Medium,Emotion,NEG
몸;장난,POS,Medium,Emotion,POS
몸살;을,POS,Medium,Argument,POS
몸서리;치,NEG,High,Emotion,NEG
몹시;쓰,NEG,Medium,Argument,POS
못;하겠,NEG,Medium,Intention,POS
못;갚,POS,High,Judgment,POS
못;갚는,POS,High,Judgment,POS
못;그리,NEG,Medium,Judgment,NEG
못;내놓,NEG,Medium,Argument,POS
못;내놓는,NEG,Medium,Argument,POS
못;되,NEG,Medium,Judgment,NEG
못;미치,NEG,High,Judgment,NEG
못;잊,POS,High,Judgment,POS
못;잡,NEG,Medium,Judgment,NEG
못;잡고,NEG,Medium,Judgment,NEG
못;하고,NEG,Medium,Judgment,POS
못;마땅하,NEG,Medium,Judgment,NEG
못;마땅하게,NEG,Medium,Judgment,NEG
못;한,NEG,Medium,Argument,POS
못;한상태,NEG,Medium,Argument,POS
못;할,POS,High,Argument,POS
못하았으;니,NEG,Low,Argument,POS
몽골;의,POS,Medium,Intention,POS
묘;하게,POS,Medium,Judgment,POS
무방비;속,NEG,Medium,Judgment,NEG
무의식;적,POS,Medium,Judgment,POS
무조건;적,POS,High,Emotion,POS
무혐의;처리,NEUT,Medium,Judgment,NEUT
무겁;어,POS,High,Judgment,POS
무게;불리,NEG,High,Argument,POS
무게;불린,NEG,High,Argument,POS
무관;하,NEG,Medium,Argument,POS
무관;하지,NEG,Medium,Argument,POS
무극;같,POS,Medium,Judgment,POS
무극;같은,POS,Medium,Judgment,POS
무늬;로,NEG,High,Judgment,NEG
무단;가출,NEG,Medium,Judgment,NEG
무대;를,POS,Low,Judgment,POS
무대;활성화,POS,Low,Judgment,POS
무덤;에서,POS,Medium,Judgment,POS
무례;하,NEG,Medium,Judgment,NEG
무례;한,NEG,Medium,Judgment,NEG
무리;가,POS,Medium,Judgment,POS
무리;이,NEG,Medium,Judgment,NEG
무;모하,NEG,Medium,Judgment,NEG
무산;시키,NEG,Medium,Judgment,NEG
무슨;말,NEG,Low,Argument,POS
무슨;이야기,NEUT,Low,Argument,POS
무엇;보다,POS,High,Others,POS
무엇;보다도,NONE,None,Others,POS
무엇;을,POS,Medium,Argument,POS
무엇;이,COMP,Medium,Argument,POS
무엇;인가,COMP,Medium,Speculation,POS
무용;행사,POS,Medium,Judgment,POS
무척;냉소,NEG,Medium,Judgment,NEG
무척;어렵,NEG,High,Judgment,NEG
무효;결정,NEG,Medium,Judgment,NEG
묵은;유행가,NEUT,Low,Argument,POS
문;들,NEUT,Medium,Argument,POS
문;이,NEG,Low,Judgment,NEG
문제;가,NEG,Medium,Judgment,NEG
문제;도,POS,Medium,Judgment,POS
문제;들,NEG,Medium,Argument,POS
문제;로,NEG,Medium,Judgment,NEG
문제;를,NEG,Medium,Argument,POS
문제;만,NEUT,Medium,Judgment,NEUT
문제;만은,NEUT,Medium,Judgment,NEUT
문제;시,NEUT,None,Judgment,NEUT
문;제시되,NEUT,None,Judgment,NEUT
문제;이,NEG,Medium,Judgment,NEG
문제;투성이,NEG,High,Argument,POS
문제;의식,NEUT,High,Judgment,NEUT
문제점;을,NEG,Medium,Judgment,NEG
